id,text,label,dataset_id
029-0000822-9,KILMEADE I know you guys have thought about this but hopefully people at home have put this together I know the president comes out and he puts out these videos and people think that s unpresidential or this is not right or this is different why is he tweeting that But in the big picture when things matter when it comes to international security and world war like North Korea when it comes to relations with Russia when it comes to the Middle East and Syria and ISIS he is cool and calculated like a 40 year diplomatic veteran Look at North Korea We might have to take some very tough action against North Korea He isn t saying This little clown has no right doing this he was given he s being very cool and calculated and very and parses his speech because he knows the impact Transcript excerpt via Media Matters ,1,29
029-0000483-0,Quick what is the appropriate response to the stabbing death of a human ,1,29
029-0000112-7, I would really like to see justice served on the woman who came to my mum s door that day ,0,29
029-0000089-10,But that s not what Obama did He announced a formal new government program granting work permits to those without papers This temporary stopgap measure superseded existing federal immigration law and two years later Obama sought to expand DACA prompting a legal challenge from several states Was the president on shaky constitutional ground One assumes so if for no other reason than Obama repeatedly said so himself and he did it in precise and colorful language ,1,29
029-0000128-10,But he s one of the good guys because he admits to donating his profits from drug transactions towards disaster relief ,1,29
029-0000439-10,So keep playing in your big boy trucks Donald and know that your sycophants are doing everything in their power to rewrite history Watch the ridiculous exchange below ,1,29
029-0000579-20,Donald Trump and his Republican allies have been baselessly second guessing the FBI and in both public and private browbeating the career officials there to revisit their conclusion in a desperate attempt to harm Hillary Clinton s presidential campaign ,0,29
029-0000443-4,Both Reeves and Pellicciotti held slight leads in their respective races ,0,29
029-0000539-23, Your funding for new staffing will allow the Guard to do what it does best support operations targeting transnational criminal gangs human traffickers and illegal firearm and drug smugglers along the border the coast and throughout the state Brown admitted in the letter to Trump Combating these criminal threats are priorities for all Americans Republicans and Democrats ,1,29
029-0000701-6,Even if the accusers stories turn out to be false the Times wouldn t be guilty of defamation Like all careful news outlets the Timesis careful to attribute the accusations to the women themselves Ms Leeds said she recalled Ms Crooks recalled This is standard journalistic practice and of course the Times followed it to a T The Times itself hasn t said that the accusations are true It has merely reported that the accusations are being made ,1,29
029-0000246-2,One of August s friends and fellow porn star Alison Tyler said that the porn industry could have been a lot more supportive of August and that August had never been homophobic despite claims that a controversial tweet she posted was potentially gay bashing Click here to see the saddest celebrity deaths of 2017 ,0,29
029-0000818-10,READ MORE ,1,29
029-0000194-16,And the liberal media and Secret Service and John McCain believed this nonsense ,1,29
029-0000821-0,Bill O Reilly sank to new lows last night when he attacked liberal philanthropist George Soros with anti Semitic dog whistles O Reilly called Soros the shadow puppet master behind corrupt far left groups like Media Matters and said he has his tentacles into political organizations This as Media Matters has been hammering O Reilly over his many fabrications that have been uncovered recently ,1,29
029-0000422-9,Over the next two months Mr Trump will get ready to take power before he enters the White House on January 20 ,0,29
029-0000653-3,What a shame for a book to be pulled because of an offensive word Thank you Biloxi School Board you ve gotten us some wonderful press and at the same time you ve shown the world just how goofy and ridiculous educated people can be ,1,29
